Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
12314,3,0,3,0,1,Its obvious the bitch is still immature and havent let go of the past yet. Just face it. You fucked up a good thing
12315,3,0,3,0,1,Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards
12316,3,0,3,0,1,"Its so many bitches n their friends don't like me ,,, all because of one nigga. A nigga that ""I"" will &amp;&amp; still have ,.. &<hashtag>"
12317,3,0,0,3,2,Its suppose to be yellow but we dont do yellow &<hashtag> <url>
12318,3,0,2,1,1,Its the NATURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. <hashtag>
12319,3,1,2,0,1,"Its too early for all this bullshit, fuck all yall hoes lmfao"
12320,3,0,3,0,1,"Its true though lol RT <user> &<hashtag> If your girl think about you, &amp; you don't make her pussy jump you ain't shit brah&<hashtag>"
12321,3,0,2,1,1,Its uno shawty id drop my imaginary hoes <number>
12322,3,0,3,0,1,Its way more going on now than <number> have u pushing yo trash ass music right now
12323,3,0,2,1,1,Its what we call <hashtag> RT <user> If a nicca tell a female another man got mad girls throwin salt that man gay straight up
12324,3,0,3,0,1,Its ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy <url>
12325,3,0,3,0,1,"Iv decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !"
12326,3,1,2,0,1,Ive got the best friends a functioning retard could have.
12327,3,0,2,1,1,Ive never seen this part of pussy town before... lolololol the end of this song thoo....
12329,3,0,3,0,1,JJ Watt was on his grown man shit all night.. Now let's get it <hashtag>
12330,3,0,3,0,1,Jada Fire has never dropped me for talking to imaginary hoes
12331,3,2,1,0,0,Jai may make an appearance at the party... love that fag
12332,3,0,3,0,1,"Jai's hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot, I'll call someone a fag."
12333,3,0,3,0,1,Jaime dont make me look like a bitch lmao
12334,3,0,3,0,1,Jake gettin all da bitches rn
12335,3,0,0,3,2,"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives."
12336,3,0,3,0,1,"Jameis Winston got benched for standing on a table and saying ""Fuck her right in her pussy"".

The irony is so deep you can use a shovel."
12337,3,0,3,0,1,Jameis tweet RT <user> Fuck her right in the pussy
12338,3,0,3,0,1,James is the biggest bitch in basketball i swear.. fuckin cramps seriously
12339,3,0,3,0,1,"Jammin these sad songs, smoking squares thinking bout bitches..."
12340,3,0,3,0,1,Japanese babe Maria Ozawa gets her Asian pussy fucked&<hashtag> <url>
12341,3,0,3,0,1,Japanese mature cat with spots has her old pussy split wide and filled with hard&<hashtag> <url>
12342,3,0,3,0,1,Japanese teen has her trimmed pussy toyed by a green&<hashtag> <url>
12343,3,2,1,0,0,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, na"
12345,3,0,3,0,1,Jax a hoe!
12346,3,0,0,3,2,Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: <url> via <user>
12347,6,0,6,0,1,Jay-Z got <number> of the baddest EVA that proves men don't really need to look good to pull these hoes want security
12348,3,0,3,0,1,Jazz jumbo dick corporations. Making bitches tap out since <number>
12349,3,0,3,0,1,Jealous ass bitch tryna turn me to a lick but you won't live to see that shit
12350,3,0,3,0,1,Jealous bitches smh
12351,3,0,3,0,1,Jealous niggas usually send the hate threw the bitches
12352,3,0,3,0,1,Jealousy is such a bitch.
12353,3,0,3,0,1,Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.
12354,3,0,3,0,1,Jean skirt ass hoe
12355,3,0,3,0,1,"Jenna came for one pair of shoes. Took two pair &amp; four shirts. ""In case."" Her retarded ass is going to work. Lol"
12356,4,0,4,0,1,Jenna played the Weeknd &amp; Mac just looked at us like these bitches..
12357,3,0,3,0,1,Jenna stays pimpin these hoes
12358,3,2,0,1,0,"Jennifer Lawrence's nudes so trash. Im still smashin though, no doubt"
12359,3,0,3,0,1,"Jessie Andrews has the best ""girl on girl"" scenes in porn. LOVE the way she makes bitches cum."
12360,3,1,2,0,1,Jet lag a bitch
12361,3,0,0,3,2,Jeter almost broke Yankee stadium
12362,3,0,1,2,2,Jets trash
12363,3,0,2,1,1,Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine
12364,3,1,0,2,2,Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' <url> via <user>
12365,6,2,1,3,2,Jihadi John has struck again. Prayers with the victims' families. What is the <hashtag> on His head? Time <number> him <number> meet allah
12367,3,0,0,3,2,"Jihadi pop music debates: &<hashtag> bro, did you hear the latest Abu Yasser hit?&<hashtag> &<hashtag> bro, I&<hashtag> totally an Abu Hajar fan&<hashtag> <hashtag>"
12368,3,0,0,3,2,Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots <number> deflect Sunnis anger from itself &amp; iran <url>
12369,3,0,0,3,2,Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. <url>
12370,3,0,0,3,2,Jihadi streams: British <hashtag> fighter identified as Abu Abdurahman Al Britani killed in action. <url>
12371,3,0,1,2,2,Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers <url> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
12372,3,1,0,2,2,Jihadis are running a claim that the King of <hashtag> Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.
12373,3,0,0,3,2,Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition <url>
12374,3,1,0,2,2,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down
12376,3,0,0,3,2,"Jihadis claim to have shot an <hashtag> army Mi-<number> attack helicopter in Beji &amp; identify its pilot by name, rank"
12377,3,0,0,3,2,Jihadis identify a man from <hashtag> as the one who carried a massive suicide bombing on Speicher camp <hashtag> <url>
12378,3,0,0,3,2,Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-<number>?
12379,3,0,0,3,2,Jihadis seem to be more upset over the location of the Jedah conference in <hashtag> than its purpose <hashtag>
12380,3,0,0,3,2,Jihadis specifically asking for international schools in <hashtag> to be targeted <hashtag> <url>
12381,3,0,0,3,2,Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. <url>
12383,3,0,1,2,2,"Jindal seemed to be having an out-of-body experience enhanced by special brownies
<url>
Bj Up and At 'Em
<hashtag> <hashtag>"
12384,3,0,3,0,1,Jk. I'm going to be a pussy about it. I don't want the love of my life seein me all scared and shit.
12385,3,0,1,2,2,Joba Chamberlain looks like a homeless guy that won a contest. <hashtag>
12386,3,1,2,0,1,"Joe Budden always flexin on average twitter niggas wit his pool parties n bitches, the nigga can't compete wit otha rap niggas"
12387,3,0,3,0,1,Joe ripping on a Nobel prize winner while hes not their. What a little bitch <hashtag>
12388,3,0,3,0,1,Joe young gone shoot that bitch
12389,3,0,3,0,1,Joes parties got hoes but it's always hot as hell
12390,3,0,2,1,1,John Kerry.... the SELLOUT: <url> <hashtag> how this pussy screwed our troops in Vietnam. Now he's rewarded. Disgusting.
12391,3,0,3,0,1,John Legend is showin this country bitch up on her own song
12392,3,0,0,3,2,John McCain trashes Jay Carny live on CNN - <hashtag> <hashtag> <hashtag> <url>
12393,3,0,3,0,1,Johnathan Martin is a straight up pussy. <hashtag>
12394,3,0,0,3,2,Johnny Manziel just flipped somebody the bird...
12395,3,3,0,0,0,Johnny Rebel - If I could be a nigger for a day: <url>
12396,3,2,1,0,0,Johnny Rebel - Quit your bitchin' nigger!: <url>
12397,3,1,2,0,1,Johnny is a punk bitch doe
12398,3,0,3,0,1,Join my crew bitches
12399,3,0,3,0,1,"Jon Jones just lost all my respect, turned down a fight like a bitch, hope he loses his next fight now, <user>"
12400,3,0,2,1,1,Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gay/alcoholism coments <url>
12401,3,0,0,3,2,Jones and Iba&<hashtag> are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time <hashtag> <hashtag>
12402,3,0,3,0,1,Jonica look like a hoe from 55th and superior &<hashtag>
12403,3,0,3,0,1,"Jordan: so Watcha been up to at college
Me: fuckin bitches &amp; stuff, ya know
Jordan: alright seriously

&<hashtag> <user> <hashtag>"
12404,3,0,1,2,2,Jose Soto: Reflections of a former gay teabagger <url>
12405,3,0,1,2,2,Josef just pitted. Slight possibility he can make it the remaining <number> laps but I highly doubt it. Will need yellow. <hashtag>
12406,3,0,3,0,1,Josh you're a hoe &<hashtag>
12407,3,0,1,2,2,"Js on my feet, that song is trash too loll"
12408,3,0,3,0,1,"Jtfo at ""pussy on fleek"""
12409,6,0,6,0,1,Juicy J can't say no to ratchet pussy remember?
12410,3,0,2,1,1,Julius Peppers still seems retarded.
12411,3,0,3,0,1,Jump out 2nd floor window cuz I'm over my side bitch crib and my girl beatin on the door - Josh Shaw
12412,3,0,3,0,1,Jungle Fever be my favorite movie. Dat white girl love dat colored mans thang. She take it hard and deep. Drive dat girls daddy wild crazy
12413,3,0,3,0,1,Juniors are still pussies
12414,3,0,3,0,1,Jus a D nicca n the A!
12415,3,0,3,0,1,Jus need a bad bitch thats gone always hold me down
12416,3,0,3,0,1,Jus need my nig Mack Wilds to win...fk the award tho
12417,3,1,2,0,1,Jus tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me &<hashtag>
12418,3,1,2,0,1,"Jus waking up and hearing about this lebron sheet , what a dummy . No respect for him , go get ya rings and come back? Real admirable <hashtag>"
12419,3,0,3,0,1,Juss got this hoe. Free so why not? Lop <emoticon> <url>
12420,3,1,2,0,1,Just a young niggah wit a promised future. <user>
12421,3,0,0,3,2,Just as trash as the others. Fixed none of my issues. RT <user> Naw. RT <user> Anyone download ios <number>.<number>.<number> yet?
12422,3,0,3,0,1,"Just bc your hair is ""laid"" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave"
12423,3,0,2,1,1,Just because you have a issue and your attorney is out of town doesn't mean you can be a bitch to me. Next time don't get in trouble
12424,3,0,2,1,1,"Just bought <user> new release, and to all of you pussies whining about it...STFU. <hashtag> <hashtag>"
12425,3,0,3,0,1,Just called a <number>'<number> basketball player out for the fade on twitter cuz dat pussy nigguh live in Georgia. Come get me bitch
12426,3,0,3,0,1,Just cause you be on every party seen dont mean you bad bitch!
12427,3,0,3,0,1,Just cause you got a boyfriend now don't mean you still ain't a hoe. Now you're just a hoe with a boyfriend
12428,3,0,1,2,2,Just cleaned my fingernails with a knife. <hashtag> <user>
12429,3,0,3,0,1,Just cleaned this bitch. <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <url>
12430,6,0,6,0,1,"Just cuz he looked at you doesn't mean he likes you, hoe"
12431,3,0,3,0,1,Just don't be looking for no dick later cuz I'm not a hoe.
12432,3,0,3,0,1,"Just don't be offended! It's a word, you're just a bitch who's looking for something to bitch about."
12433,3,0,3,0,1,Just dropped dat fine ass woman <user> We has da best chicken eva. I spectin some lovin but she a lady and da colored thang
12434,3,0,1,2,2,Just got done taking some photos with brownie <hashtag>
12435,3,1,2,0,1,Just got into with some chic in Rally's parking lot bitch speeding through the parking lot and almost hit my niece &<hashtag>
12436,3,0,3,0,1,Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was <number>
12437,3,0,3,0,1,Just got rich. Took a broke nigga bitch
12438,3,0,2,1,1,Just got shit on by a bird <hashtag>
12439,3,0,3,0,1,Just had someone under <number> casually ask me what the 'FF' stood for on my car. R u fking serious &<hashtag> <user> bitch.
12440,3,0,3,0,1,Just hand them the game you zebra jack asses and save us all the trouble of watching
12441,3,0,0,3,2,Just hit <number> in flappy bird.&<hashtag>
12442,3,0,3,0,1,Just hold on we goin to the crib bitch
12443,3,0,0,3,2,Just in case the day couldn't get better wife's Rav <number> had a flat and being the redneck I am I put <number> inch rims on it so there goes $200x2
12444,3,0,0,3,2,"Just killed <number> birds with <number> stone! Thank God I payed attention in my communication classes
<hashtag>"
12445,3,0,3,0,1,Just landed in Orlando. The flight was as bumpy as a bitch
12446,3,0,3,0,1,Just lets you know we all self conscious even the pretty bitches
12447,3,0,3,0,1,Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.
12448,3,0,3,0,1,"Just looked at a news story and thought to myself, ""Is she fucked up some kinda way?"" because I am <number>% hillbilly."
12449,3,0,3,0,1,Just made that test my bitch
12450,6,0,6,0,1,Just might fuck yo main bitch. Dats just how I feel &<hashtag> <url>
12451,3,0,3,0,1,Just need a bad bitch thats gone always hold me down
12452,3,0,3,0,1,Just need to know what that pussy like so one time is fine with me
12453,3,1,2,0,1,"Just once in my life I wanna see someone on family feud look at their family member and say ""That's a horrible answer! Are you retarded?""."
12454,3,0,3,0,1,"Just ordered CHINESE food bitches! 
BRING ON THE CAT!"
12455,6,0,6,0,1,"Just passed my ex's neighborhood and came across the thought that, in the end, I was the side bitch."
12456,3,0,0,3,2,Just posted a photo @ Yankee Stadium <url>
12457,3,0,0,3,2,Just purchased my first trenta iced coffee....this is a slippery slope
12458,3,0,3,0,1,"Just read this instagram profile ""luv my grls, princesses by birth, bitches by choice"" yeah youre cool.. <hashtag> <hashtag>"
12459,3,0,3,0,1,Just remember when having standards becomes cool again......im gonna call a lot of you out for staying quiet like a bitch all this time.
12460,3,0,3,0,1,Just said bye to <user> Last time I have to see his bitch ass for four months <hashtag>
12461,3,0,3,0,1,"Just said cunt in front of this old lady, I kinda froze, then she yelled ""YEAH YOU TELL THAT CUNT!""
Is it too late in life to get adopted?"
12462,3,0,0,3,2,Just saw a crow gallop across the road. <hashtag> <hashtag> &<hashtag>
12463,3,0,3,0,1,Just saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.
12464,3,0,3,0,1,Just saw the baddest bitch in life walking down the street if she didn't have that Aeropostale shirt on I prolly woulda gamed her ass up
12465,3,0,3,0,1,Just saw wat <user> did to my car -.-t bitch
12466,3,0,3,0,1,Just sayin what up hoe RT <user> <user> fuck i do to u bitch
12467,3,0,3,0,1,Just seen a dude wearing all black and white outfit with Pyrex shorts. She's getting some pussy tonight.
12468,3,0,0,3,2,Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.
12469,3,0,3,0,1,Just seen the baddest bitch in tower city... My heart just got warm &<hashtag>
12470,3,1,2,0,1,"Just smile, bitches love smiling <emoticon>"
12471,3,0,2,1,1,"Just smoked a whole 8th of that Reserve, thanks to my niggah <user>"
12472,3,0,0,3,2,"Just spoke w/ <user> legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos <hashtag>"
12473,3,0,3,0,1,"Just start blocking dissenters, you coward pussy. RT<user> Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
12474,3,0,3,0,1,"Just started my upgrade for the level <number> dark elixer drill! <number>,<number>,<number> elixer. That was a bitch to get."
12475,3,0,3,0,1,Just stop being a hoe God dammit bitch it ain't that hard
12476,3,0,0,3,2,Just stopped by the line up room <user> still look like a doo wop singer.
12477,3,0,3,0,1,Just straight ignorant bitches <hashtag>
12478,3,0,3,0,1,Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.
12479,3,0,3,0,1,Just tied my right shoe while driving on the freeway if that ain't swag bitch then I don't know what is
12480,3,3,0,0,0,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol <user>"
12481,3,1,2,0,1,Just touch down in Jamaica tryna smoke two acres . Send a nigguh to his makerr
12482,3,0,3,0,1,Just trynna have a bad bitch come thru &<hashtag>
12483,3,0,3,0,1,Just unfollowed another crazy bitch. Whos next? lol
12484,3,0,3,0,1,"Just wait. The day i get off probation. You know this bitch is gonna be on the moon, and im not gonna come back to Earth for a while."
12485,3,2,1,0,0,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
<hashtag> <hashtag> <hashtag>"
12486,3,0,0,3,2,Just when I'm feeling totally useless in the world (another) baby bird found in need of <hashtag> Just call me <hashtag> <url>
12487,3,0,3,0,1,"Just yelled out ""Damn it reeks of weed in there.""(really did) after this stoner fag didn't tip me while a cop was walking by.
HAHA bitches."
12488,3,1,2,0,1,Justin Bieber fakes his permanent bitch face and it bugs the shit out of me.
12490,3,0,2,1,1,"K dude seriously I'm not retarded, so stop talking to me like I am or I'll start being retarded and make you change my drool cup"
12491,3,0,3,0,1,K.Michelle shaped but it's FAKE!She pretty but she a manly bitch.And the little mermaid hair just looks foolish.
12492,3,0,3,0,1,K.Michelle talking bout can't raise no man well due bitch he already grown
12493,3,0,0,3,2,KFC biscuits trash now
12494,3,0,1,2,2,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is"
12495,3,0,3,0,1,Kae &amp; Chris coming for yall bitches as a couple &<hashtag>
12496,3,0,3,0,1,Kaetlin is a bitch
12497,3,0,3,0,1,Kangaroo jac ! &<hashtag> A Bitch wit dry weave RT <user> Fuck I look like hoe <url>
12498,3,0,3,0,1,Kanye new video so bitch made mane. Bruh how you gone throw shots a Barrack den come up wit Dat shit
12499,3,3,0,0,0,Kanye west is a faggot
12500,3,1,0,2,2,Kanye is just a yard ape acting idiot!just stupid...
12501,3,0,3,0,1,"Kanyes verse on ""I won"" is making hoes feel like trophies for real."
12503,3,0,3,0,1,Karlie jus put all these bitches on niggas better start checkin they wheels after y'all drop y'all bitch off
12504,6,0,6,0,1,"Karma a bitch, but she can't figure me out with the shit im doing.."
12505,3,0,3,0,1,Karma is a bitch
12506,3,0,3,0,1,Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?
12507,3,0,3,0,1,Karma is a bitch so baby you will get yours
12508,3,0,2,1,1,Karma is a bitch. The tables will turn even if the person want it to or not. You can't stop it either
12509,3,0,2,1,1,Karma is a bitch... <url>
12510,4,0,4,0,1,Karma is a bitch? Well just make sure that bitch is beautiful..
12511,3,0,3,0,1,"Karma is the biggest bitch you'll ever meet, Keep pushing her buttons.........."
12512,4,0,4,0,1,"Karma is the worst bitch, remember that"
12513,3,0,3,0,1,Karma is the biggest bitch
12514,3,0,3,0,1,Karma sure is a bitch. Lol
12515,3,0,2,1,1,Karma's a bitch huh
12516,4,0,4,0,1,Karmas a bitch
12517,3,0,3,0,1,Karmas a bitch I guess you should of loved the old me.
12518,3,2,0,1,0,Karmas a bitch and so are you. You'll be getting along just fine real soon.
12519,3,0,2,1,1,Katey an Voka made the hoes in the background popular....
12520,3,0,3,0,1,"Katy's grand exit tonight from Firehouse &gt;&gt;&gt;&gt;

Hasta la bye bye bitches &<hashtag>"
12521,3,1,2,0,1,Kawasaki dating a faggot smh
12522,3,0,3,0,1,"Kayci and I greet each other by saying ""hey cunt"" like it makes me lol"
12523,3,0,3,0,1,Keep dem POO hoes off ya TL b....
12524,3,1,2,0,1,"Keep doing your thing kid, people why soon realize your a lying faggot"
12525,3,1,2,0,1,Keep it G I never fucked a squirter bitch &<hashtag>
12526,3,0,3,0,1,"Keep it real, Keep it real, Keep it real, Keep it real. Nigga say he fucked my bitch and he couldn't wait to squeal"
12527,3,0,3,0,1,Keep it realer than the next bitch no need for u to ever sweat the next bitch indeed&<hashtag>
12528,3,0,0,3,2,Keep those away frm Charlie Day RT <user> Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.
12529,3,0,3,0,1,Keep to myself this year bitches reckless
12530,3,0,3,0,1,Kenny lee gotta be da only light skin nicca dat eat Chitlins &<hashtag>
12531,3,0,1,2,2,Kentucky Fried cater to da white folk. No colored menu
12532,3,0,2,1,1,Ketchup on tha beat hoe
12533,3,0,3,0,1,"Kevin hart <number>""<number> bitch"
12534,3,0,0,3,2,Khloee's new backpack that we colored last night! &<hashtag> <url>
12535,3,0,3,0,1,"Khole Kardashian pregnant by French Montana
guess she put in work and popped that pussy lmao"
12536,3,2,1,0,0,Kick dem fucc niccas out da spot
12537,3,0,3,0,1,Kick down your door and smack that bitch RT <user> Make me wanna ride past ya house and sit.
12538,3,0,3,0,1,Kick that bitch right in the pussy.
12539,3,0,3,0,1,Kicking bitches out the house like Pam
12540,3,0,3,0,1,Kicking niccas Tf outcha mentions like <url>
12541,6,0,6,0,1,Kids a bitch
12542,3,0,3,0,1,Kids don't put up with your Mother calling you a thot. She mad because hoe wasn't a cool thing to be called back in her sluttish day.
12543,4,0,4,0,1,"Kierstens a bitch. Squid hands, squid hands&<hashtag>"
12544,3,0,2,1,1,Kill her body with four-play. Her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex
12545,3,0,1,2,2,Kill la kill was trash
12546,3,0,3,0,1,Kill't dat bitch &<hashtag> Shmoney Bitch <user> <user> <user> <url>
12547,3,1,2,0,1,Killin these niccas n I hate all my ex hoes!
12548,3,0,0,3,2,Killing it at home! &<hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <url>
12549,3,0,3,0,1,Kim K is alright but honestly so many niggas been in that I'd rather not.. And Miley got unfollowed that bitch is just strange.
12550,3,2,1,0,0,Kim Kardashian look like a tranny with all that surgery
12551,3,0,3,0,1,Kinda RT <user> U mad friend?? RT <user> Fat fucking funky nasty ass hoes
12552,3,0,3,0,1,Kinda just wanna cruise and see if I see that colorful ass bitch walking around. Best believe there will be one less clown on this earth
12553,3,0,3,0,1,Kinda want to spit my gum into some bitches hair.
12554,4,0,1,3,2,"King, TI vs tip and that troubleman albums all trash."
12555,3,2,1,0,0,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him."
12556,3,0,3,0,1,Kirk Hinrich going fucking dumb out that bitch
12557,6,0,6,0,1,"Kiss IMO this conductor, it's <number>:<number> AM have some courtesy you bitch."
12558,3,0,3,0,1,Kiss imik this bitch just added another <number> seconds to her story I think its a new record.
12559,3,1,2,0,1,Kissing that bitch but she sucking me
12560,3,1,0,2,2,Knock em down wit sum chunky &<hashtag>
12561,3,0,3,0,1,Knockin a dent in dis big bitch! FWM everywhere <user> <url>
12562,3,0,2,1,1,"Know that karma's TOO REAL, hope you doin' cool.. But still stupid ass bitch, I ain't fuckin' with you."
12563,3,0,3,0,1,Know that the bad bitch got it &<hashtag>
12564,3,0,2,1,1,"Know why birds don't wear pants?
Cause their pecker's in the way"
12565,3,2,1,0,0,Know why the ultimate warrior died? God LOVES fag <hashtag> ? He was an anti-gay crusader so a little light jokes are necessary
12566,3,0,3,0,1,Know you didn't see it but I know you bitches heard it
12567,3,0,3,0,1,Know you don't like me cause you're bitch most likely does
12568,3,0,3,0,1,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.
12569,3,0,3,0,1,Known to take a nigga bitch real quick
12570,3,1,2,0,1,Kobe Bryant is such a bitch. Grow up pussy.
12571,3,0,2,1,1,Kobe ain't no hoe.
12572,3,0,3,0,1,Kobe is fat &amp; Im white &<hashtag> <user> Some people just retarded lol RT <user> Y'all really think Kobe Fat tho??? Give me a break!!
12573,3,1,2,0,1,"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmao"
12574,3,0,2,1,1,Krakin this bitch ipem at <number>... WHO SIPPIN WIT ME... ELEMENTS <url>
12575,3,0,3,0,1,Kratata swag bitch
12576,6,0,6,0,1,Kyles a bitch
12577,3,0,3,0,1,"L7 niggas will rock anything a bad bitch post post on these social sites.. ""I just want a nigga to sniff a fart off my ass crack like dope."""
12578,3,0,0,3,2,"LA M&<hashtag>

Una vez en Jap&<hashtag> <number> japoneses crearon una m&<hashtag> que atrapaba ladrones. Primero la m&<hashtag> la... <url>"
12579,3,0,3,0,1,"LA is the only place where you will see some of the baddest bitches in the world ...

At the bus stop"
12580,3,0,2,1,1,LITERALLY &<hashtag> Fat hoes hold a nigga down&<hashtag>
12581,3,0,1,2,2,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says <hashtag>
12582,3,0,3,0,1,LMAO RT <user> RT <user> Yes &amp; no RT <user> Is it ok to beat a bitch up over some tweets or nah? <url>
12583,3,0,3,0,1,"LMAO RT <user> post away about this ""bitch"" I've seen all the memes the word has to offer in regards to me i honestly don't care."
12584,3,1,2,0,1,LMAO RT <user> You a bitch. And Rihanna always gonna be badder than Kamehameha. <user>
12585,3,0,3,0,1,"LMAO did u really just call me a hoe? lol ""<user> <user> <user> yeah you hoe!"""
12586,3,0,3,0,1,LMAO what a comeback. &<hashtag> <user> <user> says the twat with the sides of her head shaved like a damn asshole.
12587,3,0,3,0,1,LMAO. Twitter little bitch ass site . I need to start using this hoe more.
12588,3,0,3,0,1,LMAOO RT <user> Tyga wife hoes and teenagers his life sucks
12589,3,0,3,0,1,LMAOO beans RT <user> this bitch is so stupid smh <url>
12590,3,0,3,0,1,"LMAO @ ""*gasp* that bitch""

Y'all do too much from behind a phone"
12591,3,0,3,0,1,LMAO RT <user> *Record Scratches* RT <user> Damn Twitter famous bitches out hea strippin!? &<hashtag> <url>
12592,3,0,3,0,1,LMFAO <user> I found my diary me complaining about you being a bitch &<hashtag> tbt I'm DEAD <url>
12593,3,1,2,0,1,LMFAO RT <user> &<hashtag> up u slutty white hoe RT <user> Didn&<hashtag> know the Pats got DESTROYED tonight LMFAO&<hashtag>
12594,3,0,3,0,1,"LMFAO, stupid bitch tells me at the door they already started, and to come back.&<hashtag> UM NAH"
12595,3,0,3,0,1,LMFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it &<hashtag>
12596,3,0,1,2,2,LMFAO BYE &<hashtag> American sports trash. Soccer and Hockey the best sports.&<hashtag>
12597,3,1,2,0,1,LMFAO GAY AS FUCK RT <user> &<hashtag> get these two faggots off my TL <url>
12598,3,0,3,0,1,LMao. .. &<hashtag> Gucci really ass but for some hoes I'll bump a couple songs&<hashtag>
12599,3,0,3,0,1,"LMao. ... &<hashtag> <user> No shade taken. It's Swahili for ho. And like, Den&<hashtag> Lol.&<hashtag>"
12600,3,0,3,0,1,LMao.... &<hashtag> Jesus healed folks wit Leoparcy but yall hoes wanna get leopard print tattoos&<hashtag>
12601,3,0,3,0,1,"LOL &<hashtag> I just remember that same bitch said she liked my hair then asked ""is it yours?"" Smfh <hashtag> <hashtag> ..."
12602,3,0,1,2,2,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. <hashtag> <hashtag>"
12603,3,1,0,2,2,LOL there's a talking monkey live on the internet! Will wonders never cease?
12604,3,0,3,0,1,LOL what bitches yea go get the bouncer we were eye ballin' your clearly pussy ass
12605,3,0,0,3,2,"LOLOLOL RT <user> Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting"
12606,3,2,1,0,0,LRG ass nigguh
12607,3,0,3,0,1,"LSU got a lot of thirsty, muching, nasty hoes. Football team stay running thru yall meal ticket wanting hoes lol"
12609,3,0,1,2,2,"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water"
12610,3,0,3,0,1,Ladies RT if your head game better than your pussy
12611,3,0,3,0,1,Ladies love a real nicca
12612,3,0,3,0,1,Ladies remember other women (including your friends) are trifling you speak TOO great about your nigga other bitches WILL try him smh lol
12613,3,0,3,0,1,Ladies you are not a hoe if you fucked on the first night. Don't let these lonely bitches lie to you.
12614,3,0,3,0,1,"Ladies, do y'all shave/wax before visiting ur OBGYN or let it grow out @ because u don't wanna seem like a hoe?"
12615,3,0,3,0,1,Ladies... LMao. . &<hashtag> RT if your pussy better than your personality.&<hashtag>
12616,3,1,2,0,1,Lady next to me gon say her cooch is itching &amp; burning she thinks she got a uti. No bitch that's something else down there
